category,object,name,constellation,best,iso,in_milky_way,naked_eye,binoculars,telescope
messier,M86,M86,Vir,2026-05-15,2026-W20-5,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M49,M49,Vir,2026-05-16,2026-W20-6,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M87,M87,Vir,2026-05-16,2026-W20-6,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M88,M88,Com,2026-05-16,2026-W20-6,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
bayer,α Mus,α Mus,Mus,2026-05-17,2026-W20-7,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β CVn,β CVn — Chara,CVn,2026-05-17,2026-W20-7,no,"Visible unaided from a reasonably dark site, but easier after full dark adaptation.",Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Crv,β Crv — Kraz,Crv,2026-05-17,2026-W20-7,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M89,M89,Vir,2026-05-17,2026-W20-7,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M90,M90,Vir,2026-05-17,2026-W20-7,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M91,M91,Com,2026-05-17,2026-W20-7,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M104,M104 — Sombrero Galaxy,Vir,2026-05-18,2026-W21-1,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M58,M58,Vir,2026-05-18,2026-W21-1,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M68,M68,Hya,2026-05-18,2026-W21-1,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M59,M59,Vir,2026-05-19,2026-W21-2,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M60,M60,Vir,2026-05-19,2026-W21-2,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
bayer,β Cru,β Cru — Mimosa,Cru,2026-05-20,2026-W21-3,no,Bright and easy to see unaided; use Mimosa as a primary landmark for the surrounding constellation.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Mus,β Mus,Mus,2026-05-20,2026-W21-3,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M94,M94,CVn,2026-05-21,2026-W21-4,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
bayer,α CVn,α CVn — Cor Caroli,CVn,2026-05-22,2026-W21-5,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M64,M64 — Black Eye Galaxy,Com,2026-05-22,2026-W21-5,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
bayer,α Com,α Com — Diadem,Com,2026-05-26,2026-W22-2,no,"Visible unaided from a reasonably dark site, but easier after full dark adaptation.",Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Com,β Com,Com,2026-05-26,2026-W22-2,no,"Visible unaided from a reasonably dark site, but easier after full dark adaptation.",Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M53,M53,Com,2026-05-26,2026-W22-2,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M63,M63 — Sunflower Galaxy,CVn,2026-05-27,2026-W22-3,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
bayer,α Vir,α Vir — Spica,Vir,2026-05-29,2026-W22-5,no,Bright and easy to see unaided; use Spica as a primary landmark for the surrounding constellation.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M51,M51 — Whirlpool Galaxy,CVn,2026-05-31,2026-W22-7,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M83,M83 — Southern Pinwheel,Hya,2026-06-01,2026-W23-1,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
messier,M3,M3,CVn,2026-06-03,2026-W23-3,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,α Dra,α Dra — Thuban,Dra,2026-06-08,2026-W24-1,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Cen,β Cen — Hadar,Cen,2026-06-08,2026-W24-1,no,Bright and easy to see unaided; use Hadar as a primary landmark for the surrounding constellation.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M101,M101 — Pinwheel Galaxy,UMa,2026-06-08,2026-W24-1,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
bayer,α Boo,α Boo — Arcturus,Boo,2026-06-11,2026-W24-4,no,Bright and easy to see unaided; use Arcturus as a primary landmark for the surrounding constellation.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
special,proxima-centauri,proxima-centauri — Proxima Centauri,Cen,2026-06-14,2026-W24-7,no,Near or beyond the practical unaided-eye limit for many observers; use optical aid for a reliable identification.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Cen,α Cen — Rigil Kentaurus,Cen,2026-06-16,2026-W25-2,no,Bright and easy to see unaided; use Rigil Kentaurus as a primary landmark for the surrounding constellation.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Cir,α Cir,Cir,2026-06-17,2026-W25-3,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Lup,α Lup,Lup,2026-06-17,2026-W25-3,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Aps,α Aps,Aps,2026-06-18,2026-W25-4,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Lib,α Lib — Zubenelgenubi,Lib,2026-06-19,2026-W25-5,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β UMi,β UMi — Kochab,UMi,2026-06-19,2026-W25-5,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Lup,β Lup,Lup,2026-06-21,2026-W25-7,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Boo,β Boo — Nekkar,Boo,2026-06-22,2026-W26-1,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M102,M102 — Spindle Galaxy,Dra,2026-06-23,2026-W26-2,no,Not normally visible to the unaided eye; begin with a star-hop from nearby bright stars.,"Under a dark sky, look for a faint diffuse glow with a brighter central concentration; sky transparency is crucial.","Begin at low power to secure the galaxy, then increase magnification moderately to examine the core, elongation, and any visible structure."
bayer,β Lib,β Lib — Zubeneschamali,Lib,2026-06-25,2026-W26-4,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Cir,β Cir,Cir,2026-06-26,2026-W26-5,no,"Visible unaided from a reasonably dark site, but easier after full dark adaptation.",Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M5,M5,Ser,2026-06-26,2026-W26-5,no,"At a dark site it can be glimpsed unaided as a tiny diffuse point, especially with averted vision.","Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,β CrB,β CrB — Nusakan,CrB,2026-06-28,2026-W26-7,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α CrB,α CrB — Alphecca,CrB,2026-06-30,2026-W27-2,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Ser,α Ser — Unukalhai,Ser,2026-07-02,2026-W27-4,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Ser,β Ser — Chow,Ser,2026-07-02,2026-W27-4,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β TrA,β TrA,TrA,2026-07-05,2026-W27-7,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Sco,β Sco — Acrab,Sco,2026-07-07,2026-W28-2,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M80,M80,Sco,2026-07-10,2026-W28-5,yes,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M4,M4,Sco,2026-07-12,2026-W28-7,yes,"At a dark site it can be glimpsed unaided as a tiny diffuse point, especially with averted vision.","Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,α Sco,α Sco — Antares,Sco,2026-07-13,2026-W29-1,yes,Bright and easy to see unaided; use Antares as a primary landmark for the surrounding constellation.,"Binoculars isolate the star from the surrounding pattern and make star-hopping easier. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Her,β Her — Kornephoros,Her,2026-07-13,2026-W29-1,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M107,M107,Oph,2026-07-14,2026-W29-2,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,β Aps,β Aps,Aps,2026-07-16,2026-W29-4,no,"Visible unaided from a reasonably dark site, but easier after full dark adaptation.",Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M13,M13 — Great Hercules Globular,Her,2026-07-16,2026-W29-4,no,"At a dark site it can be glimpsed unaided as a tiny diffuse point, especially with averted vision.","Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M12,M12,Oph,2026-07-17,2026-W29-5,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,α TrA,α TrA — Atria,TrA,2026-07-18,2026-W29-6,no,Bright and easy to see unaided; use Atria as a primary landmark for the surrounding constellation.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M10,M10,Oph,2026-07-20,2026-W30-1,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M19,M19,Oph,2026-07-21,2026-W30-2,yes,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M62,M62,Oph,2026-07-21,2026-W30-2,yes,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,α Her,α Her — Rasalgethi,Her,2026-07-24,2026-W30-5,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M9,M9,Oph,2026-07-25,2026-W30-6,yes,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M92,M92,Her,2026-07-25,2026-W30-6,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,β Ara,β Ara,Ara,2026-07-27,2026-W31-1,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Dra,β Dra — Rastaban,Dra,2026-07-28,2026-W31-2,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Ara,α Ara,Ara,2026-07-29,2026-W31-3,yes,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,"Binoculars isolate the star from the surrounding pattern and make star-hopping easier. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,α Oph,α Oph — Rasalhague,Oph,2026-07-29,2026-W31-3,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M14,M14,Oph,2026-07-30,2026-W31-4,no,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
messier,M6,M6 — Butterfly Cluster,Sco,2026-07-31,2026-W31-5,yes,Visible unaided as a small stellar haze or loose knot under a dark sky.,"An excellent binocular target: the cluster separates from the field and its brightest members begin to stand out. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Low to moderate power resolves many more members; use a wide field first so the cluster remains visually coherent.
bayer,β Oph,β Oph — Cebalrai,Oph,2026-08-01,2026-W31-6,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M7,M7 — Ptolemy's Cluster,Sco,2026-08-03,2026-W32-1,yes,Visible unaided as a small stellar haze or loose knot under a dark sky.,"An excellent binocular target: the cluster separates from the field and its brightest members begin to stand out. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Low to moderate power resolves many more members; use a wide field first so the cluster remains visually coherent.
messier,M23,M23,Sgr,2026-08-04,2026-W32-2,yes,Not normally a distinct naked-eye object; locate the surrounding constellation first.,"An excellent binocular target: the cluster separates from the field and its brightest members begin to stand out. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Low to moderate power resolves many more members; use a wide field first so the cluster remains visually coherent.
messier,M20,M20 — Trifid Nebula,Sgr,2026-08-06,2026-W32-4,yes,Not normally visible as a distinct nebula to the unaided eye.,"Look for a low-contrast patch against the surrounding field; dark adaptation matters more than high magnification. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Use low to moderate power to trace the nebular form; a suitable narrowband nebula filter can improve contrast on emission-rich regions.
messier,M21,M21,Sgr,2026-08-06,2026-W32-4,yes,Not normally a distinct naked-eye object; locate the surrounding constellation first.,"An excellent binocular target: the cluster separates from the field and its brightest members begin to stand out. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Low to moderate power resolves many more members; use a wide field first so the cluster remains visually coherent.
messier,M8,M8 — Lagoon Nebula,Sgr,2026-08-06,2026-W32-4,yes,Not normally visible as a distinct nebula to the unaided eye.,"Look for a low-contrast patch against the surrounding field; dark adaptation matters more than high magnification. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Use low to moderate power to trace the nebular form; a suitable narrowband nebula filter can improve contrast on emission-rich regions.
messier,M24,M24 — Sagittarius Star Cloud,Sgr,2026-08-09,2026-W32-7,yes,A conspicuous bright star cloud in a dark summer Milky Way; scan for the dense glow rather than a compact object.,"Sweep slowly across the star cloud: binoculars break the glow into innumerable stars, knots, and dark lanes. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Use a rich-field, low-power view for selected knots and clusters; high power loses the large-scale star-cloud context."
messier,M16,M16 — Eagle Nebula,Ser,2026-08-10,2026-W33-1,yes,Not normally a distinct naked-eye object; locate the surrounding constellation first.,"An excellent binocular target: the cluster separates from the field and its brightest members begin to stand out. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Low to moderate power resolves many more members; use a wide field first so the cluster remains visually coherent.
messier,M17,M17 — Omega Nebula,Sgr,2026-08-10,2026-W33-1,yes,Not normally visible as a distinct nebula to the unaided eye.,"Look for a low-contrast patch against the surrounding field; dark adaptation matters more than high magnification. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Use low to moderate power to trace the nebular form; a suitable narrowband nebula filter can improve contrast on emission-rich regions.
messier,M18,M18,Sgr,2026-08-10,2026-W33-1,yes,Not normally a distinct naked-eye object; locate the surrounding constellation first.,"An excellent binocular target: the cluster separates from the field and its brightest members begin to stand out. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Low to moderate power resolves many more members; use a wide field first so the cluster remains visually coherent.
messier,M28,M28,Sgr,2026-08-11,2026-W33-2,yes,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,α Tel,α Tel,Tel,2026-08-12,2026-W33-3,no,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
bayer,β Tel,β Tel,Tel,2026-08-12,2026-W33-3,no,"Visible unaided from a reasonably dark site, but easier after full dark adaptation.",Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M25,M25,Sgr,2026-08-13,2026-W33-4,yes,Not normally a distinct naked-eye object; locate the surrounding constellation first.,"An excellent binocular target: the cluster separates from the field and its brightest members begin to stand out. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",Low to moderate power resolves many more members; use a wide field first so the cluster remains visually coherent.
messier,M69,M69,Sgr,2026-08-13,2026-W33-4,yes,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,α Sct,α Sct,Sct,2026-08-14,2026-W33-5,yes,Readily visible unaided under ordinary dark-sky conditions; identify it from the surrounding constellation pattern.,"Binoculars isolate the star from the surrounding pattern and make star-hopping easier. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.",A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M22,M22 — Sagittarius Cluster,Sgr,2026-08-14,2026-W33-5,yes,"At a dark site it can be glimpsed unaided as a tiny diffuse point, especially with averted vision.","Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
bayer,α Lyr,α Lyr — Vega,Lyr,2026-08-15,2026-W33-6,no,Bright and easy to see unaided; use Vega as a primary landmark for the surrounding constellation.,Binoculars isolate the star from the surrounding pattern and make star-hopping easier.,A telescope sharpens the local field and helps inspect nearby companions; the star itself remains an unresolved point of light.
messier,M70,M70,Sgr,2026-08-16,2026-W33-7,yes,Not normally a naked-eye target; use the surrounding star pattern to reach its position.,"Appears as a compact, round glow with a brighter center; steady binocular support improves detection. The field lies within the Almanack's visible Milky Way boundary, so the background is especially star-rich.","Moderate to high power concentrates the core and, with sufficient aperture and good seeing, begins to resolve stars around the outskirts."
